Student_ID,placement_status,salary_lpa
1326,Placed,14.32
1327,Placed,20.0
1328,Placed,8.89
1329,Placed,15.99
1330,Placed,18.84
1331,Placed,18.27
1332,Placed,17.57
1333,Placed,16.02
1334,Placed,14.74
1335,Placed,20.0
1336,Placed,20.0
1337,Placed,16.86
1338,Placed,15.53
1339,Placed,17.29
1340,Placed,16.09
1341,Placed,13.02
1342,Placed,15.9
1343,Placed,17.94
1344,Not Placed,0.0
1345,Placed,17.26
1346,Placed,15.88
1347,Placed,16.09
1348,Placed,19.91
1349,Placed,20.0
1350,Placed,14.25
1351,Placed,20.0
1352,Placed,20.0
1353,Placed,20.0
1354,Not Placed,0.0
1355,Placed,12.39
1356,Placed,17.28
1357,Placed,20.0
1358,Placed,15.1
1359,Placed,19.5
1360,Placed,16.43
1361,Placed,16.96
1362,Placed,15.09
1363,Placed,16.65
1364,Placed,10.29
1365,Not Placed,0.0
1366,Placed,9.52
1367,Placed,13.12
1368,Placed,19.62
1369,Placed,18.48
1370,Placed,14.37
1371,Not Placed,0.0
1372,Placed,16.56
1373,Not Placed,0.0
1374,Placed,15.03
1375,Placed,20.0
1376,Placed,18.18
1377,Placed,14.2
1378,Placed,13.17
1379,Placed,19.75
1380,Placed,13.95
1381,Placed,16.81
1382,Placed,18.45
1383,Placed,18.87
1384,Not Placed,0.0
1385,Placed,20.0
1386,Placed,13.14
1387,Placed,17.45
1388,Placed,15.77
1389,Placed,20.0
1390,Placed,16.55
1391,Placed,19.25
1392,Placed,13.01
1393,Placed,16.63
1394,Placed,15.14
1395,Placed,16.78
1396,Placed,16.92
1397,Placed,17.32
1398,Placed,15.86
1399,Placed,14.95
1400,Placed,19.31
1401,Not Placed,0.0
1402,Placed,19.09
1403,Placed,17.24
1404,Placed,15.6
1405,Placed,12.9
1406,Placed,18.41
1407,Not Placed,0.0
1408,Placed,14.61
1409,Placed,16.35
1410,Placed,19.96
1411,Placed,13.3
1412,Placed,8.01
1413,Placed,19.17
1414,Placed,12.34
1415,Not Placed,0.0
1416,Placed,18.98
1417,Not Placed,0.0
1418,Placed,13.65
1419,Placed,16.77
1420,Placed,14.77
1421,Placed,14.23
1422,Placed,14.62
1423,Placed,14.76
1424,Placed,20.0
1425,Placed,19.45
1426,Placed,14.74
1427,Placed,11.85
1428,Placed,14.72
1429,Not Placed,0.0
1430,Placed,12.87
1431,Placed,17.72
1432,Placed,16.02
1433,Not Placed,0.0
1434,Placed,13.22
1435,Placed,13.8
1436,Placed,14.41
1437,Not Placed,0.0
1438,Placed,17.42
1439,Placed,19.67
1440,Placed,13.79
1441,Placed,17.61
1442,Placed,16.78
1443,Not Placed,0.0
1444,Placed,14.28
1445,Not Placed,0.0
1446,Placed,15.97
1447,Placed,20.0
1448,Placed,14.46
1449,Not Placed,0.0
1450,Placed,14.27
1451,Placed,17.23
1452,Placed,20.0
1453,Placed,10.88
1454,Placed,18.0
1455,Placed,17.96
1456,Not Placed,0.0
1457,Placed,16.37
1458,Not Placed,0.0
1459,Placed,16.88
1460,Placed,20.0
1461,Placed,17.01
1462,Placed,13.27
1463,Placed,16.26
1464,Placed,16.47
1465,Placed,16.77
1466,Placed,17.69
1467,Placed,12.29
1468,Not Placed,0.0
1469,Placed,16.81
1470,Not Placed,0.0
1471,Placed,18.12
1472,Placed,12.81
1473,Placed,12.38
1474,Placed,18.81
1475,Placed,14.86
1476,Placed,17.53
1477,Not Placed,0.0
1478,Not Placed,0.0
1479,Placed,10.82
1480,Placed,20.0
1481,Placed,17.72
1482,Placed,20.0
1483,Placed,11.74
1484,Placed,20.0
1485,Placed,15.53
1486,Placed,11.49
1487,Placed,17.37
1488,Placed,16.0
1489,Placed,18.84
1490,Placed,15.83
1491,Placed,14.11
1492,Placed,17.99
1493,Placed,10.48
1494,Not Placed,0.0
1495,Placed,18.4
1496,Placed,17.94
1497,Placed,15.59
1498,Placed,10.43
1499,Placed,14.25
1500,Placed,15.31
1501,Placed,15.91
1502,Placed,20.0
1503,Placed,13.61
1504,Placed,20.0
1505,Placed,16.48
1506,Placed,20.0
1507,Placed,16.3
1508,Placed,16.5
1509,Placed,18.55
1510,Placed,14.95
1511,Placed,12.93
1512,Placed,10.23
1513,Placed,15.14
1514,Placed,16.69
1515,Placed,15.86
1516,Placed,20.0
1517,Placed,17.81
1518,Placed,16.21
1519,Placed,19.27
1520,Placed,20.0
1521,Placed,20.0
1522,Placed,13.09
1523,Not Placed,0.0
1524,Not Placed,0.0
1525,Placed,15.71
1526,Placed,14.48
1527,Placed,17.03
1528,Placed,20.0
1529,Placed,17.56
1530,Placed,8.31
1531,Placed,14.47
1532,Placed,15.85
1533,Placed,18.1
1534,Placed,15.13
1535,Placed,17.35
1536,Placed,15.05
1537,Placed,17.46
1538,Placed,15.2
1539,Placed,15.42
1540,Placed,9.9
1541,Not Placed,0.0
1542,Placed,14.92
1543,Placed,18.61
1544,Placed,20.0
1545,Not Placed,0.0
1546,Placed,19.62
1547,Placed,18.46
1548,Not Placed,0.0
1549,Placed,20.0
1550,Not Placed,0.0
1551,Placed,15.16
1552,Placed,16.71
1553,Placed,16.04
1554,Placed,16.33
1555,Placed,19.05
1556,Placed,15.81
1557,Placed,16.46
1558,Placed,13.31
1559,Placed,19.27
1560,Not Placed,0.0
1561,Placed,20.0
1562,Placed,14.79
1563,Placed,15.14
1564,Placed,13.99
1565,Placed,20.0
1566,Placed,13.81
1567,Placed,13.7
1568,Placed,9.71
1569,Placed,12.9
1570,Placed,19.65
1571,Not Placed,0.0
1572,Placed,18.3
1573,Placed,16.78
1574,Placed,17.31
1575,Placed,15.76
1576,Not Placed,0.0
1577,Placed,14.15
1578,Placed,19.11
1579,Placed,15.63
1580,Not Placed,0.0
1581,Placed,10.31
1582,Placed,14.67
1583,Placed,9.45
1584,Placed,8.94
1585,Not Placed,0.0
1586,Placed,9.22
1587,Placed,15.2
1588,Placed,14.81
1589,Placed,19.97
1590,Placed,17.94
1591,Placed,18.7
1592,Placed,13.37
1593,Placed,17.3
1594,Placed,17.19
1595,Placed,19.68
1596,Not Placed,0.0
1597,Placed,20.0
1598,Placed,20.0
1599,Placed,17.42
1600,Placed,15.44
1601,Not Placed,0.0
1602,Placed,11.87
1603,Not Placed,0.0
1604,Placed,18.87
1605,Placed,20.0
1606,Placed,11.54
1607,Placed,20.0
1608,Placed,16.41
1609,Placed,12.57
1610,Placed,20.0
1611,Placed,15.24
1612,Placed,10.65
1613,Placed,12.78
1614,Placed,20.0
1615,Placed,18.06
1616,Placed,15.95
1617,Placed,16.24
1618,Not Placed,0.0
1619,Placed,16.21
1620,Placed,15.29
1621,Placed,20.0
1622,Placed,14.88
1623,Placed,13.4
1624,Placed,18.36
1625,Placed,15.07
1626,Placed,18.62
1627,Placed,17.74
1628,Not Placed,0.0
1629,Not Placed,0.0
1630,Placed,17.94
1631,Placed,12.23
1632,Placed,20.0
1633,Placed,15.58
1634,Placed,15.81
1635,Placed,15.25
1636,Placed,20.0
1637,Placed,18.9
1638,Placed,19.69
1639,Placed,20.0
1640,Placed,11.88
1641,Not Placed,0.0
1642,Placed,14.16
1643,Placed,13.1
1644,Placed,19.82
1645,Placed,18.48
1646,Placed,12.91
1647,Placed,13.61
1648,Placed,15.21
1649,Placed,14.86
1650,Placed,15.94
1651,Placed,19.4
1652,Placed,20.0
1653,Placed,14.84
1654,Placed,20.0
1655,Placed,18.1
1656,Placed,18.54
1657,Placed,19.29
1658,Placed,15.96
1659,Placed,17.69
1660,Placed,15.12
1661,Placed,8.72
1662,Placed,17.14
1663,Placed,19.56
1664,Placed,18.89
1665,Placed,15.87
1666,Placed,17.93
1667,Placed,20.0
1668,Placed,15.53
1669,Placed,17.74
1670,Placed,16.33
1671,Placed,14.64
1672,Placed,15.96
1673,Placed,13.42
1674,Placed,17.65
1675,Not Placed,0.0
1676,Not Placed,0.0
1677,Placed,13.03
1678,Placed,20.0
1679,Placed,17.64
1680,Not Placed,0.0
1681,Placed,18.23
1682,Placed,18.29
1683,Placed,14.59
1684,Placed,15.3
1685,Placed,11.57
1686,Not Placed,0.0
1687,Placed,7.27
1688,Placed,14.39
1689,Placed,14.44
1690,Placed,18.96
1691,Not Placed,0.0
1692,Placed,17.88
1693,Placed,16.17
1694,Placed,15.86
1695,Placed,18.04
1696,Placed,12.61
1697,Placed,12.75
1698,Not Placed,0.0
1699,Placed,20.0
1700,Placed,19.51
1701,Placed,16.01
1702,Placed,18.84
1703,Placed,11.7
1704,Placed,20.0
1705,Not Placed,0.0
1706,Placed,17.0
1707,Not Placed,0.0
1708,Placed,19.72
1709,Placed,17.62
1710,Placed,17.1
1711,Placed,17.2
1712,Placed,15.01
1713,Placed,14.55
1714,Placed,18.92
1715,Placed,19.45
1716,Placed,7.05
1717,Placed,19.94
1718,Placed,15.08
1719,Placed,19.31
1720,Not Placed,0.0
1721,Placed,13.82
1722,Placed,16.99
1723,Placed,20.0
1724,Placed,10.02
1725,Placed,15.53
1726,Placed,13.12
1727,Placed,19.22
1728,Placed,15.0
1729,Placed,20.0
1730,Placed,18.82
1731,Placed,8.71
1732,Placed,20.0
1733,Placed,17.28
1734,Placed,15.86
1735,Placed,19.71
1736,Placed,16.66
1737,Placed,14.04
1738,Placed,12.54
1739,Placed,17.41
1740,Placed,13.68
1741,Placed,18.42
1742,Placed,12.84
1743,Placed,14.1
1744,Placed,15.28
1745,Placed,15.88
1746,Placed,18.67
1747,Placed,19.73
1748,Placed,20.0
1749,Placed,15.02
1750,Placed,15.95
1751,Placed,14.55
1752,Placed,20.0
1753,Placed,9.4
1754,Placed,18.96
1755,Placed,20.0
1756,Placed,8.2
1757,Not Placed,0.0
1758,Placed,13.81
1759,Placed,18.37
1760,Placed,18.55
1761,Placed,11.41
1762,Placed,17.71
1763,Placed,16.55
1764,Placed,20.0
1765,Placed,17.93
1766,Placed,20.0
1767,Placed,12.01
1768,Placed,17.97
1769,Placed,20.0
1770,Placed,12.91
1771,Placed,19.22
1772,Placed,15.43
1773,Placed,12.87
1774,Placed,13.63
1775,Placed,20.0
1776,Placed,20.0
1777,Placed,13.74
1778,Placed,15.86
1779,Placed,12.87
1780,Placed,11.97
1781,Placed,12.04
1782,Not Placed,0.0
1783,Placed,15.93
1784,Not Placed,0.0
1785,Not Placed,0.0
1786,Placed,17.0
1787,Placed,15.91
1788,Placed,17.11
1789,Placed,20.0
1790,Not Placed,0.0
1791,Placed,16.27
1792,Placed,17.1
1793,Placed,16.78
1794,Placed,15.03
1795,Placed,19.38
1796,Placed,20.0
1797,Placed,18.5
1798,Placed,15.61
1799,Placed,17.56
1800,Placed,14.38
1801,Placed,17.92
1802,Placed,17.25
1803,Placed,11.3
1804,Placed,11.62
1805,Placed,20.0
1806,Placed,14.27
1807,Placed,15.93
1808,Not Placed,0.0
1809,Placed,11.99
1810,Not Placed,0.0
1811,Placed,10.44
1812,Placed,20.0
1813,Placed,11.02
1814,Placed,18.13
1815,Placed,13.17
1816,Placed,17.8
1817,Placed,19.56
1818,Placed,20.0
1819,Placed,10.58
1820,Placed,17.7
1821,Not Placed,0.0
1822,Placed,10.37
1823,Placed,17.27
1824,Placed,18.26
1825,Placed,18.57
1826,Placed,15.59
1827,Placed,13.11
1828,Not Placed,0.0
1829,Placed,18.35
1830,Placed,10.94
1831,Placed,20.0
1832,Placed,19.25
1833,Placed,9.83
1834,Placed,14.41
1835,Placed,10.07
1836,Placed,20.0
1837,Placed,15.25
1838,Placed,17.05
1839,Placed,14.14
1840,Placed,18.99
1841,Placed,17.6
1842,Placed,16.35
1843,Placed,15.61
1844,Placed,16.19
1845,Placed,17.76
1846,Placed,17.38
1847,Placed,16.84
1848,Placed,20.0
1849,Not Placed,0.0
1850,Placed,14.28
1851,Not Placed,0.0
1852,Placed,14.69
1853,Not Placed,0.0
1854,Placed,10.86
1855,Placed,12.87
1856,Placed,16.87
1857,Placed,16.12
1858,Placed,17.23
1859,Placed,16.5
1860,Not Placed,0.0
1861,Placed,15.47
1862,Placed,17.77
1863,Placed,16.27
1864,Placed,17.69
1865,Not Placed,0.0
1866,Placed,18.02
1867,Placed,9.49
1868,Placed,18.31
1869,Placed,18.64
1870,Placed,12.63
1871,Placed,13.74
1872,Placed,19.52
1873,Placed,18.15
1874,Placed,13.69
1875,Placed,20.0
1876,Placed,14.85
1877,Placed,15.93
1878,Placed,20.0
1879,Not Placed,0.0
1880,Placed,17.56
1881,Placed,17.03
1882,Placed,19.34
1883,Placed,16.36
1884,Placed,13.96
1885,Placed,18.24
1886,Placed,16.56
1887,Not Placed,0.0
1888,Placed,9.93
1889,Placed,17.71
1890,Placed,17.57
1891,Placed,20.0
1892,Placed,13.97
1893,Placed,12.13
1894,Placed,19.75
1895,Placed,20.0
1896,Placed,16.01
1897,Placed,19.98
1898,Placed,20.0
1899,Placed,20.0
1900,Placed,18.1
1901,Placed,20.0
1902,Placed,20.0
1903,Placed,20.0
1904,Placed,20.0
1905,Placed,20.0
1906,Placed,20.0
1907,Placed,14.96
1908,Placed,19.97
1909,Placed,18.47
1910,Placed,13.01
1911,Placed,20.0
1912,Placed,20.0
1913,Placed,17.14
1914,Placed,20.0
1915,Placed,16.6
1916,Placed,8.22
1917,Placed,16.94
1918,Placed,18.04
1919,Placed,14.56
1920,Not Placed,0.0
1921,Placed,20.0
1922,Placed,15.73
1923,Placed,20.0
1924,Placed,16.07
1925,Not Placed,0.0
1926,Placed,19.85
1927,Placed,16.59
1928,Placed,13.21
1929,Not Placed,0.0
1930,Placed,14.29
1931,Placed,20.0
1932,Placed,16.95
1933,Placed,20.0
1934,Placed,18.04
1935,Placed,18.24
1936,Not Placed,0.0
1937,Placed,18.22
1938,Placed,14.56
1939,Placed,15.59
1940,Placed,15.11
1941,Placed,20.0
1942,Placed,19.36
1943,Not Placed,0.0
1944,Placed,16.04
1945,Placed,12.71
1946,Placed,16.31
1947,Placed,10.61
1948,Placed,15.67
1949,Placed,18.07
1950,Placed,20.0
1951,Not Placed,0.0
1952,Placed,13.7
1953,Placed,17.97
1954,Placed,19.23
1955,Placed,20.0
1956,Placed,11.39
1957,Placed,14.75
1958,Placed,8.39
1959,Placed,15.36
1960,Placed,20.0
1961,Placed,14.63
1962,Placed,20.0
1963,Placed,10.95
1964,Placed,18.95
1965,Placed,17.25
1966,Placed,15.25
1967,Not Placed,0.0
1968,Placed,19.23
1969,Placed,16.35
1970,Placed,20.0
1971,Placed,19.55
1972,Placed,15.97
1973,Not Placed,0.0
1974,Placed,15.03
1975,Placed,15.12
1976,Placed,5.42
1977,Placed,17.12
1978,Placed,13.37
1979,Placed,16.68
1980,Placed,11.84
1981,Placed,19.63
1982,Placed,14.96
1983,Placed,20.0
1984,Placed,19.98
1985,Placed,10.67
1986,Placed,15.91
1987,Placed,18.03
1988,Placed,18.02
1989,Placed,14.56
1990,Placed,19.68
1991,Placed,20.0
1992,Placed,20.0
1993,Placed,16.21
1994,Placed,17.49
1995,Placed,13.06
1996,Not Placed,0.0
1997,Placed,14.14
1998,Placed,20.0
1999,Placed,10.64
2000,Placed,14.0
2001,Placed,14.03
2002,Placed,19.93
2003,Placed,20.0
2004,Not Placed,0.0
2005,Placed,20.0
2006,Placed,20.0
2007,Placed,15.23
2008,Not Placed,0.0
2009,Placed,16.48
2010,Placed,14.75
2011,Placed,12.82
2012,Placed,16.98
2013,Placed,14.11
2014,Placed,19.7
2015,Placed,20.0
2016,Placed,14.9
2017,Placed,20.0
2018,Placed,17.08
2019,Placed,13.92
2020,Placed,16.84
2021,Placed,18.78
2022,Placed,19.57
2023,Placed,13.04
2024,Not Placed,0.0
2025,Not Placed,0.0
2026,Placed,15.65
2027,Placed,12.27
2028,Placed,14.09
2029,Placed,13.74
2030,Not Placed,0.0
2031,Placed,18.45
2032,Placed,13.76
2033,Placed,16.28
2034,Not Placed,0.0
2035,Not Placed,0.0
2036,Placed,18.37
2037,Placed,20.0
2038,Placed,15.3
2039,Placed,19.32
2040,Not Placed,0.0
2041,Not Placed,0.0
2042,Placed,14.76
2043,Placed,17.13
2044,Placed,20.0
2045,Placed,18.7
2046,Not Placed,0.0
2047,Placed,19.04
2048,Placed,18.16
2049,Placed,15.24
2050,Placed,15.69
2051,Placed,17.11
2052,Placed,15.6
2053,Placed,20.0
2054,Placed,20.0
2055,Placed,17.32
2056,Placed,12.85
2057,Placed,15.82
2058,Placed,17.12
2059,Placed,11.7
2060,Placed,19.67
2061,Placed,13.21
2062,Placed,18.51
2063,Placed,10.57
2064,Placed,17.97
2065,Placed,19.13
2066,Placed,15.44
2067,Placed,20.0
2068,Placed,15.66
2069,Placed,17.75
2070,Placed,20.0
2071,Not Placed,0.0
2072,Placed,13.1
2073,Placed,13.43
2074,Not Placed,0.0
2075,Placed,8.56
2076,Not Placed,0.0
2077,Placed,13.03
2078,Placed,11.83
2079,Not Placed,0.0
2080,Placed,17.71
2081,Placed,16.51
2082,Placed,12.4
2083,Placed,17.8
2084,Not Placed,0.0
2085,Not Placed,0.0
2086,Placed,17.84
2087,Placed,18.48
2088,Placed,17.69
2089,Placed,15.85
2090,Placed,14.51
2091,Placed,14.94
2092,Placed,20.0
2093,Placed,10.35
2094,Placed,20.0
2095,Placed,18.42
2096,Placed,14.87
2097,Placed,14.18
2098,Placed,17.1
2099,Not Placed,0.0
2100,Placed,18.61
2101,Placed,10.56
2102,Placed,18.75
2103,Not Placed,0.0
2104,Placed,12.61
2105,Placed,17.79
2106,Placed,17.79
2107,Placed,16.27
2108,Placed,16.4
2109,Placed,15.07
2110,Not Placed,0.0
2111,Placed,15.53
2112,Placed,20.0
2113,Placed,20.0
2114,Placed,18.12
2115,Placed,11.9
2116,Placed,16.28
2117,Placed,19.52
2118,Placed,18.6
2119,Not Placed,0.0
2120,Placed,17.4
2121,Placed,17.11
2122,Placed,16.27
2123,Placed,16.13
2124,Not Placed,0.0
2125,Placed,19.38
2126,Placed,18.07
2127,Placed,15.68
2128,Placed,12.61
2129,Placed,18.84
2130,Placed,18.64
2131,Placed,12.4
2132,Placed,18.77
2133,Placed,18.01
2134,Placed,17.67
2135,Placed,20.0
2136,Not Placed,0.0
2137,Placed,17.76
2138,Placed,20.0
2139,Placed,17.48
2140,Placed,15.11
2141,Placed,20.0
2142,Placed,15.33
2143,Placed,14.51
2144,Placed,15.11
2145,Not Placed,0.0
2146,Placed,5.85
2147,Placed,18.24
2148,Not Placed,0.0
2149,Placed,11.56
2150,Placed,20.0
2151,Placed,14.32
2152,Placed,20.0
2153,Not Placed,0.0
2154,Placed,19.18
2155,Placed,15.71
2156,Placed,18.2
2157,Placed,14.5
2158,Placed,19.52
2159,Placed,15.13
2160,Placed,19.69
2161,Not Placed,0.0
2162,Placed,16.49
2163,Placed,13.89
2164,Placed,18.39
2165,Placed,13.32
2166,Placed,17.55
2167,Placed,14.76
2168,Not Placed,0.0
2169,Placed,14.86
2170,Placed,18.73
2171,Placed,10.27
2172,Placed,20.0
2173,Placed,16.86
2174,Placed,15.84
2175,Placed,14.81
2176,Placed,17.75
2177,Placed,19.68
2178,Not Placed,0.0
2179,Placed,12.64
2180,Placed,14.03
2181,Not Placed,0.0
2182,Not Placed,0.0
2183,Placed,16.65
2184,Placed,15.25
2185,Placed,14.41
2186,Placed,15.87
2187,Placed,15.22
2188,Placed,14.06
2189,Placed,20.0
2190,Placed,16.16
2191,Not Placed,0.0
2192,Placed,15.01
2193,Not Placed,0.0
2194,Not Placed,0.0
2195,Placed,19.42
2196,Placed,18.68
2197,Placed,13.87
2198,Not Placed,0.0
2199,Placed,14.09
2200,Placed,20.0
2201,Not Placed,0.0
2202,Placed,15.47
2203,Not Placed,0.0
2204,Placed,17.71
2205,Placed,16.65
2206,Placed,19.45
2207,Placed,14.23
2208,Placed,20.0
2209,Placed,17.51
2210,Placed,18.64
2211,Placed,18.84
2212,Not Placed,0.0
2213,Placed,14.17
2214,Not Placed,0.0
2215,Placed,18.72
2216,Not Placed,0.0
2217,Placed,10.38
2218,Placed,16.99
2219,Placed,16.21
2220,Not Placed,0.0
2221,Placed,18.08
2222,Placed,10.57
2223,Not Placed,0.0
2224,Placed,18.36
2225,Placed,17.95
2226,Placed,18.35
2227,Not Placed,0.0
2228,Placed,17.99
2229,Placed,10.39
2230,Placed,19.47
2231,Placed,13.0
2232,Placed,18.75
2233,Placed,9.51
2234,Placed,16.3
2235,Not Placed,0.0
2236,Placed,13.63
2237,Placed,17.76
2238,Placed,17.58
2239,Not Placed,0.0
2240,Placed,13.59
2241,Placed,18.07
2242,Placed,15.93
2243,Placed,14.01
2244,Placed,20.0
2245,Placed,20.0
2246,Placed,20.0
2247,Placed,18.37
2248,Placed,18.24
2249,Placed,16.89
2250,Placed,16.24
2251,Placed,20.0
2252,Placed,19.64
2253,Placed,19.77
2254,Placed,18.66
2255,Placed,15.25
2256,Not Placed,0.0
2257,Placed,20.0
2258,Placed,16.23
2259,Not Placed,0.0
2260,Placed,13.59
2261,Placed,20.0
2262,Placed,16.33
2263,Not Placed,0.0
2264,Placed,16.82
2265,Placed,12.93
2266,Placed,20.0
2267,Placed,18.93
2268,Placed,13.66
2269,Placed,16.04
2270,Placed,11.5
2271,Placed,14.93
2272,Placed,13.65
2273,Placed,15.67
2274,Placed,11.67
2275,Placed,18.15
2276,Placed,19.72
2277,Placed,14.16
2278,Placed,18.02
2279,Placed,12.96
2280,Placed,13.26
2281,Not Placed,0.0
2282,Placed,19.73
2283,Placed,15.97
2284,Placed,15.71
2285,Placed,20.0
2286,Placed,15.82
2287,Placed,16.2
2288,Placed,20.0
2289,Placed,15.61
2290,Placed,15.95
2291,Placed,16.16
2292,Placed,18.19
2293,Placed,12.91
2294,Placed,13.41
2295,Placed,20.0
2296,Placed,17.73
2297,Placed,17.74
2298,Placed,12.8
2299,Placed,19.32
2300,Placed,12.42
2301,Placed,11.57
2302,Placed,13.89
2303,Placed,17.86
2304,Placed,20.0
2305,Placed,16.8
2306,Placed,20.0
2307,Placed,13.97
2308,Placed,16.79
2309,Placed,16.42
2310,Placed,13.34
2311,Placed,19.71
2312,Placed,10.09
2313,Placed,16.1
2314,Placed,12.79
2315,Placed,20.0
2316,Placed,14.04
2317,Placed,17.46
2318,Placed,11.38
2319,Placed,18.35
2320,Not Placed,0.0
2321,Placed,20.0
2322,Placed,14.76
2323,Placed,17.82
2324,Placed,11.24
2325,Placed,15.98
2326,Placed,20.0
2327,Placed,20.0
2328,Placed,14.72
2329,Not Placed,0.0
2330,Placed,7.0
2331,Not Placed,0.0
2332,Placed,19.17
2333,Not Placed,0.0
2334,Placed,14.83
2335,Placed,10.58
2336,Not Placed,0.0
2337,Not Placed,0.0
2338,Placed,17.35
2339,Placed,12.94
2340,Not Placed,0.0
2341,Placed,17.95
2342,Not Placed,0.0
2343,Placed,20.0
2344,Placed,14.2
2345,Placed,11.89
2346,Placed,20.0
2347,Placed,12.72
2348,Placed,13.77
2349,Not Placed,0.0
2350,Placed,19.51
2351,Placed,19.28
2352,Placed,15.16
2353,Placed,12.87
2354,Not Placed,0.0
2355,Placed,20.0
2356,Placed,20.0
2357,Not Placed,0.0
2358,Placed,16.33
2359,Placed,20.0
2360,Placed,20.0
2361,Placed,15.17
2362,Placed,19.45
2363,Placed,20.0
2364,Placed,16.08
2365,Placed,18.43
2366,Placed,16.53
2367,Placed,16.5
2368,Placed,16.33
2369,Placed,19.38
2370,Not Placed,0.0
2371,Placed,17.07
2372,Placed,18.44
2373,Placed,20.0
2374,Placed,13.19
2375,Placed,19.1
2376,Placed,20.0
2377,Placed,14.63
2378,Placed,13.9
2379,Placed,10.99
2380,Placed,20.0
2381,Not Placed,0.0
2382,Placed,17.79
2383,Placed,19.35
2384,Not Placed,0.0
2385,Placed,15.1
2386,Not Placed,0.0
2387,Placed,11.71
2388,Placed,19.96
2389,Placed,18.34
2390,Not Placed,0.0
2391,Placed,19.27
2392,Placed,16.65
2393,Placed,20.0
2394,Placed,15.52
2395,Placed,17.06
2396,Placed,8.17
2397,Placed,16.13
2398,Placed,16.05
2399,Placed,13.34
2400,Placed,15.64
2401,Placed,20.0
2402,Placed,10.31
2403,Not Placed,0.0
2404,Placed,15.27
2405,Not Placed,0.0
2406,Placed,20.0
2407,Placed,13.55
2408,Placed,20.0
2409,Placed,15.48
2410,Placed,17.16
2411,Placed,9.44
2412,Placed,13.32
2413,Placed,20.0
2414,Placed,20.0
2415,Placed,11.05
2416,Placed,19.75
2417,Placed,10.04
2418,Placed,17.5
2419,Placed,18.74
2420,Not Placed,0.0
2421,Placed,18.72
2422,Placed,10.62
2423,Placed,14.4
2424,Not Placed,0.0
2425,Placed,16.87
2426,Placed,12.11
2427,Placed,11.82
2428,Placed,13.94
2429,Placed,10.99
2430,Placed,13.28
2431,Placed,20.0
2432,Placed,20.0
2433,Placed,15.18
2434,Not Placed,0.0
2435,Placed,19.45
2436,Placed,15.27
2437,Placed,16.71
2438,Placed,12.38
2439,Placed,14.94
2440,Not Placed,0.0
2441,Placed,13.42
2442,Placed,20.0
2443,Placed,12.1
2444,Placed,13.07
2445,Placed,16.66
2446,Placed,15.28
2447,Placed,15.25
2448,Placed,18.88
2449,Placed,19.16
2450,Placed,19.64
2451,Not Placed,0.0
2452,Placed,18.59
2453,Placed,16.43
2454,Placed,12.91
2455,Placed,14.61
2456,Placed,16.21
2457,Not Placed,0.0
2458,Not Placed,0.0
2459,Placed,17.57
2460,Placed,17.62
2461,Placed,17.45
2462,Placed,12.8
2463,Placed,12.62
2464,Placed,15.77
2465,Placed,13.25
2466,Not Placed,0.0
2467,Placed,18.95
2468,Placed,8.04
2469,Placed,19.97
2470,Placed,13.54
2471,Placed,20.0
2472,Placed,20.0
2473,Placed,20.0
2474,Not Placed,0.0
2475,Placed,14.17
2476,Placed,9.78
2477,Placed,15.1
2478,Placed,17.35
2479,Placed,15.19
2480,Placed,18.27
2481,Placed,13.52
2482,Placed,20.0
2483,Not Placed,0.0
2484,Placed,8.18
2485,Placed,18.7
2486,Placed,12.52
2487,Placed,15.3
2488,Placed,16.24
2489,Placed,13.19
2490,Placed,17.65
2491,Placed,15.3
2492,Placed,12.68
2493,Placed,13.73
2494,Not Placed,0.0
2495,Placed,18.09
2496,Placed,18.19
2497,Placed,20.0
2498,Not Placed,0.0
2499,Placed,14.13
2500,Placed,17.33
2501,Placed,20.0
2502,Placed,14.41
2503,Not Placed,0.0
2504,Placed,15.05
2505,Placed,15.6
2506,Placed,18.4
2507,Placed,17.16
2508,Placed,16.97
2509,Placed,16.57
2510,Placed,12.79
2511,Placed,19.89
2512,Not Placed,0.0
2513,Placed,9.33
2514,Placed,15.92
2515,Not Placed,0.0
2516,Placed,16.69
2517,Placed,20.0
2518,Placed,11.73
2519,Placed,12.39
2520,Placed,17.39
2521,Placed,18.37
2522,Placed,18.59
2523,Placed,18.51
2524,Placed,14.7
2525,Placed,20.0
2526,Placed,15.78
2527,Placed,11.32
2528,Placed,20.0
2529,Placed,12.26
2530,Placed,14.77
2531,Placed,17.36
2532,Placed,17.8
2533,Placed,19.01
2534,Not Placed,0.0
2535,Placed,18.94
2536,Placed,15.56
2537,Not Placed,0.0
2538,Placed,10.62
2539,Placed,17.05
2540,Placed,16.89
2541,Placed,16.44
2542,Placed,18.3
2543,Placed,14.48
2544,Placed,12.18
2545,Placed,20.0
2546,Not Placed,0.0
2547,Placed,13.8
2548,Placed,19.47
2549,Placed,20.0
2550,Not Placed,0.0
2551,Placed,15.7
2552,Placed,16.42
2553,Placed,15.24
2554,Placed,17.52
2555,Placed,17.14
2556,Placed,19.45
2557,Placed,12.78
2558,Placed,17.25
2559,Placed,15.19
2560,Placed,16.98
2561,Placed,14.73
2562,Placed,12.51
2563,Placed,19.58
2564,Placed,15.9
2565,Not Placed,0.0
2566,Not Placed,0.0
